Country of Birth,Country of Residence,Film Category,Duration,Production Year,Connection With Kiarostami,Inspired By Kiarostami,Created At,Rejected,First Listed,Final Listed,Email Sent,Gender,Age,duration_mm_ss,Inspired_By_Kiarostami_clean
Iran,Iran,Experimental,10,2019,کیارستمی در آثار خود به دنبال تصرف واقعیت نبوده و از چگونگی ایجاد فاصله میان رویداد اتفاق شده و رویداد در حال ثبت به شکلی از روایت نو شده می‌رسد. این فیلم هم بر اساس خبر خودکشی سه پیر دختر ساخته شد و تلاس اصلی، بر دریافت آگاهانه مخاطب در طول فیلم بود.,"بله فیلم کلوزآپ.

فیلم سفید هم همچون کلوزآپ مایه اصلی خود را از واقعیت می‌گیرد.اما چگونگی برخورد کیارستمی با امر واقع یکسر متفاوت با دیگران است. او در واقع نگاه انسان شناسانه و فلسفی اش را وارد واقعیت میکند.",2024-04-03 15:18:30.011739+00:00,False,True,True,True,Male,,10:00,Yes
Iran,Iran,Fiction,25,2020,به نظر من کیارستمی فیلسوفی ست که عرفان میداند و تلفیق این دو همان چیزی ست که من در سینما دنبال میکنم,زمانی که فیلم بدل را در محافل مختلف با تماشاچیان کشورهای گوناگون در ایران و فستیوال های مختلف به تماشا مینشستم، بعد از پایان فیلم از من درباره پایان بندی و پارت مستند انتهایی سوال میشد و بعضا که کم هم نبودند اشاره به پایان طعم گیلاس که آن فیلم هم به مقوله خودکشی اشاره میکند ، میکردند . در فیلم من بدل ، کاراکتر اصلی همچون همایون ارشادی در طعم گیلاس در جستجوی بهانه ای برای زیست هست و در بسیاری از تاویل پذیری ها در آخر مرز حقیقت و واقعیت در هم می آمیزد. این همیشه پاسخ من بود.,2024-04-03 15:58:00.724698+00:00,True,False,False,False,Female,,25:00,Yes
Iran,Iran,Fiction,9,2022,"The short film ""The Land"", Masoud Shahri's first short film as a writer and director, was made under the influence of the formal and stylistic features of Abbas Kiarostami's cinema.
these features include the use of a child protagonist and a story set in a remote village, as well as conversations using fixed cameras. In addition, the simplicity of the entire film and the use of natural elements such as mountains, plains and trees are another characteristic feature of this short film.",,2024-04-03 23:50:14.220777+00:00,True,False,False,False,Male,31.0,09:00,Other ways
Iran,Iran,Fiction,15 min,2023,"Kiarostami is one of my favorite directors of all time, in the appearance my film is different from Kiarostami's films, because what I like from his works is not only the pure realism he pictures, but his vision towards life which is similar to Omar Khayyam's philosophy, which is I believe is the connection between my film and Kiarostami's works.","I was always inspired by his film and he is one of the reasons that I fell in love with cinema. My film ""Head Eaters"" is not directly inspired by any of his works as I explained in the previous question.",2024-04-03 23:55:33.462248+00:00,True,False,False,False,Male,29.0,15:00,No
Iran,Iran,Video Art,دو دقیقه و سیزده ثانیه,2023,شخصیت کودک فاعل است  و مسائل به دست خود او حل می شود .نکته مشترک تمامی اثار عباس کیارستمی،عزت نفسی است که او به کودک می دهد.,نان و کوچه -خانه ی دوست کجاست..در نگاه کیارستمی به کودک،تفکر جای ترحم را می گیردو به نظرم این نگاه یگانه ،اکسیری است که او در پیچاپیچ تکنیک های منحصر به فرد خود،به ان دست یافته است.کیارستمی از وایه ی بالا به کودک نگاه نمی کند.بلکه زاویه ی دوربین را با قامت کودک طراز می کند.که من سعی کردم در این ویدئوارت این زاویه را حفظ کنم.,2024-04-04 09:28:21.929318+00:00,True,False,False,False,Female,34.0,ٖ02:13,No
Iran,Germany,Fiction,۳۸,2023,همچون آثار کیارستمی در این فیلم با روایتی به ظاهر ساده و مینیمال مواجه هستیم در حالی که عمق اثر در گفتگو ها و جزئیات نهفته است.,بصورت مستقیم خیر. اما الهام از آثار کیارستمی در فیلم مشهود می باشد.,2024-04-04 12:29:55.250195+00:00,True,False,False,False,Male,32.0,38:00,No
Iran,Iran,Fiction,15,2024,"من کاملا به طور مستقیم در قصه گویی و کارگردانی سبک و شیوه آقای کیارستمی را الهام گرفتم و تلاش کردم در راستای قصه به شیوه ایشان فیلمسازی و فیلمنامه نویسی را تجربه کنم. 

امیدوارم تا حدودی موفق شده باشم.","من در این اثر کاملا تحت تاثیر فیلم های کانون کودک و نوجوان آقای کیارستمی بودم. در تمامی پلان ها سعی کردم به شیوه ایشان کارگردانی کنم. با داشتن پلان های لانگ شات در طبیعت و ریتم کند و بازیگران کودک و قصه روستایی (در راستای فیلمنامه و قصه)  در تلاش به بازسازی به پلان هایی از فیلم های ایشان بودم. در قصه پردازی تماما از لحظات دراماتیک اغراق آمیز دوری کردیم و سعی کردیم با فضاسازی و قصه گویی نزدیک به زندگی روایت فیلم رو پیش ببریم. 

استفاده از نابازیگر و قرار دادن آنها در موقعیت و سعی در بازی گرفتن آنها به سبک آقای کیارستمی نیز شیوه ای بود که نقش مهمی در کارگردانی و بازیگردانی من داشت.",2024-04-04 19:23:35.104541+00:00,False,True,True,True,Female,30.0,15:00,No
Iran,Iran,Fiction,100ثانیه,2024,-,-,2024-04-04 20:10:57.695831+00:00,True,False,False,False,Male,,01:40,Other ways
Iran,Iran,Fiction,12,2024,از لحاظ دکوپاژ بسیار ساده و تعداد پلان‌ها بر اساس نیاز سکانس و فیلم تعیین شده و روایت داستانی فیلم ساده است.,بله از لحاظ دکوپاژ شبیه است و ساده برگزار شده است.,2024-04-04 23:40:09.436326+00:00,True,False,False,False,Male,24.0,12:00,Yes
Iran,Iran,Fiction,8,2023,"It is about remote villages and children who wish to go to school but are involved in their family and their problems, reminiscent of a film such as Abbas Kiarostami's Homework, in which parents' ignorance and impatience and their ignorance of new teaching methods and educational policies in schools, children cause many problems",Yes Homework by Abbas Kiarostami,2024-04-05 07:48:26.928958+00:00,True,False,False,False,Male,24.0,08:00,Yes
Iran,Iran,Fiction,14,2022,سینمای کودکانه کیارستمی، در عین سادگی و اخلاص سرشار از عطوفت بود. انسانی بود و پندآموز. میزانسن‌های چشم‌‌نوازش ماهیتی صرفا عکاسانه نداشتند. دارای حرکت و عمق میدان بودند.در این فیلم که شخصیت اصلی قصه است سعی دارد با غلبه بر ترس خویش با زندگی آشتی کند.,خیر,2024-04-05 08:32:41.914821+00:00,True,False,False,False,Male,38.0,14:00,No
Iran,Iran,Fiction,14,2022,سینمای کودکانه کیارستمی، در عین سادگی و اخلاص سرشار از عطوفت بود. انسانی بود و پندآموز. میزانسن‌های چشم‌‌نوازش ماهیتی صرفا عکاسانه نداشتند. دارای حرکت و عمق میدان بودند.در این فیلم که شخصیت اصلی قصه است سعی دارد با غلبه بر ترس خویش با زندگی آشتی کند.,خیر,2024-04-05 08:34:13.227617+00:00,True,False,False,False,Male,,14:00,No
Iran,Iran,Fiction,۱۵ دقیقه,2021,روایت مینی‌مال، دوربین مشاهده‌گر و ثابت، استفاده از اشعار معاصر ایرانی در دیالوگ‌ها، استفاده از نمای بلند و لانگ‌شات,"بله.
متاثر از فیلم‌های ""پنج"" و ""شیرین""",2024-04-05 09:32:58.412556+00:00,True,False,False,False,Male,,15:00,Yes
Iran,Iran,Fiction,15,2024,کیارستمی برای نسل امثال ما الهام بخش بوده و هست و این فیلم من هم از آثار های کیارستمی الهام گرفته شده حتی در پلانی از فیلم ارجاعی به یکی از فیلم های استاد داده ام تا نشان دهم که مسیر او برای من چقد الهام بخش است,بله ... نوع کار از فرم و حتی بخشی از محتوا با الهامات متعددی از اثار کیا رستمی شکل گرفته پلان ها بر اساس تفکرات کیا رستمی جوری که به محتوا نزدیک باشد آن را انتخاب کردیم و سیر فیلم سیر انسانی و تفکری دارد که در کارهای استاد دیده میشد,2024-04-05 10:11:35.929279+00:00,True,False,False,False,Male,,15:00,Yes
Iran,Iran,Fiction,13.30,2023,"ارتباط این فیلم با کیارستمی از طرق زیر قابل بررسی است:
- نگاه رئالیستی و تاکید بر ظرائف وجودی انسانها در لایه اگزیستانسیال. 
- انتخاب فرمی ساده و بی تکلف برای انتقال مفهوم و همچنین توجه به روح حاکم بر مکانها
- پاسداشت زندگی و انسانیت در لایه زیرین فیلم
- نشان دادن پیچیدگی درونی انسانها در بستر بروندادهای ساده 
- پرهیز از قضاوت و داوری و تاکید بر اصالت موقعیت","به صورت مستقیم شاید نتوان اثری را نام برد اگرچه فیلمساز باور دارد رسوب مجموعه آثار کیارستمی در ذهنش و بیش از همه نگاه و فلسفه میارستمی مهمترین امر الهام‌بخش برای او بوده است.  
به طور غیرمستقیم اما آثاری چون کپی برابر اصل، مسافر، گزارش و شیرین را بتوان نام برد که در ادامه برای هر کدام یک سطر توضیح ارائه شده است:
- کپی برابر اصل: فیلم کمی روشن تر به مانند کپی برابر اصل برکشیدن و در قمابل هم نهادن تعداد دوگانه است (سنت و مدرنیته، جبر و اختیار، تغییر یا ثبات و...)
- مسافر: کمی روشن‌تر به مانند مسافر میل فراگیر به چیزی ورای ظرفیتهای وجودیِ اکنون را به تصویر می‌کشد، بی آنکه بداند در نهایت کامیابی است یا ...
- گزارش: کمی روشن‌تر در فرم خود به اصول رئالیستی گزارش و توجه به ظرائف وجودی انسانها وفادار است.
- شیرین:کمی روشن‌تر اساسا فیلمی زنانه است که حضور مردان به مانند هاله‌ای سلطه‌جو در آن حس می‌شود.",2024-04-05 12:04:56.610785+00:00,True,False,False,False,Female,32.0,ٖ13:30,No
Iran,Iran,Fiction,هفت دقیقه و سی ثانیه,2015,من با دیدن فیلم های مرحوم کیارستمی به سبک و شیوه فیلم سازی ایشان علاقه مند شدم و فیلم هایم را به شیوه ایشان میسازم.,تحت تاثیر فیلم های ایشان جرقه ای در ذهنم به وجود آمد و تصمیم گرفتم به شکلی ساده و روان فیلم هایم را بسازم .,2024-04-05 17:28:10.313612+00:00,True,False,False,False,Male,18.0,ٖ07:30,Other ways
Iran,Iran,Fiction,۱۱ دقیقه,2024,نگاه واقع‌گرایانه، روایت غیر داستانی و سادگی در ساختار و دوری از پیچیدگی‌های زبانی و بیانی.,به طور غیر مستقیم الهام گرفتم. اما کمی از فیلم «ده» و ماجراهایی که پیرامون زنان اتفاق می‌افتد.,2024-04-05 19:42:58.229477+00:00,True,False,False,False,Female,,11:00,Other ways
Iran,Iran,Fiction,7,2024,سعی دارم در آثارم ساده زیستی و روح زندگی رئالیسم جریان و تاثیر گذار باشد . چیزی که احساس می شود در فیلمهای زنده یاد کیا رستمی دیده شده و باورپذیری منحصری را به همراه داشته است,"به دلیل تشابه نگرش و سبک ساختاری بنده با جهان بینی و زاویه ی نگاه مرحوم کیا رستمی 
 عزیز ، تقریبا همه ی آثار این هنرمند بی تکرار را در چندین نوبت دیدم و مشتاقم که تمام انرژی را صرف مسیر و سبک فیلمسازی استاد کیا رستمی بزرگوار نمایم . که البته در اثر سینمایی ام تاثیر بسزایی داشته است",2024-04-05 20:39:40.103140+00:00,True,False,False,False,Male,,07:00,Other ways
Iran,Iran,Fiction,12 دقیقه,2024,عباس کیارستمی از مهم ترین فیلمسازان جهان است که عبارت «نشان دادن با نشان ندادن» را به کار بسته است. مشهورترین مشخصه ی این ویژگی آثار کیارستمی، همان صداهای خارج از قاب مشهور آثار سینمایی اوست. در این فیلم کوتاه تلاش شده است که مهم ترین بخش فیلمنامه و فیلم نشان داده نشود، ولی اثر آن بخش یقه ی بیننده را رها نکند.,به شکل مستقیم از «گزارش» الهام گرفته ام و تحت تاثیر «کپی برابر اصل» بوده ام.,2024-04-05 21:30:49.610571+00:00,True,False,False,False,Male,,12:00,Other ways
Iran,Iran,Fiction,۱۵,2022,"الهام گرفته از فضای فیلمسازی استاد، 
برخورد ایشان با روزمرگی و وضعیتی که آدم ها در آن قرار می گیرند، و اتفاق درونی و ذهنی که برایشان بوجود می آید.",نه بطور مستقیم.,2024-04-06 08:41:16.131255+00:00,True,False,False,False,Female,37.0,15:00,No
Iran,Iran,Documentary,10 دقیقه و 17 ثانیه,2024,فیلم من ارتباط مستقیمی با آثار کیارستمی ندارد، اما از آنجا که فیلمساز آن آثار کیارستمی را بارها دیده است و به آن ها عشق می‌ورزد، احتمالا آثار تاثر ذهنی در این اثر قابل مشاهده باشد، خصوصا در بخش هایی مثل پرداخت کیارستمی به محیط و استفاده از فضا برای داستانگویی، و همچنین میل جزئی برای نشان دادن عوامل پشت صحنه فیلم.,همانطور که اشاره شد، الهام مستقیمی از آثار کیارستمی گرفته نشده است.,2024-04-06 18:35:43.391238+00:00,True,False,False,False,Male,,10:17,Yes
Iran,Iran,Fiction,20,2019,ريتم آرام و آهسته فيلم/پلان سكانس هاي بلند/تاثير المان طبيعت در كاراكترها/لانگ شات جاده/گفتگوهاي كاراكترها در اتومبيل,از انجايي كه فيلم طعم گيلاس را خيلي دوست دارم فكر مي كنم به طور ناخوآگاهي از اين فيلم الهام گرفته باشم گرچه سعي كردم مسير و خروجي متفاوتي به فيلمم بدهم.,2024-04-06 19:52:52.590099+00:00,True,False,False,False,Male,,20:00,Other ways
Iran,Iran,Fiction,15,2024,-,-,2024-04-06 21:27:39.110240+00:00,True,False,False,False,Male,41.0,15:00,Other ways
Iran,Iran,Documentary,13,2024,-,-,2024-04-06 21:32:13.916701+00:00,True,False,False,False,Female,,13:00,Other ways
Iran,Iran,Fiction,10,2024,-,-,2024-04-07 11:56:42.611834+00:00,True,False,False,False,Male,,10:00,Other ways
Iran,Iran,Fiction,20 minutes,2022,با دیدن آثار آقای کیارستمی من این جسارت رو پیدا کردم که بتونم روی ایده های خودم پایبند باشم و به هیچ عنوان خود سانسوری نداشته باشم. این مسئله به من نیرو و انگیزه ساخت داد. ایشون با پیاده سازی ایده های خودشون تبدیل به یکی از کارگردانان مولف سینما شدند. بزرگترین درسی که از ایشون گرفتم اینه که باید به ایده های خودم ایمان داشته باشم و چیزی که دغدغه من هست رو به اجرا برسونم هر چقدر هم متفاوت .,خیر نه به صورت آثار مستقیم. من با دیدن همه آثار ایشون اعم از فیلم، نقاشی، عکس و شعر جهان بینی ایشون رو متوجه شدم که درس های زیادی در سینما به من داد.,2024-04-07 12:43:44.715257+00:00,True,False,False,False,Female,33.0,20:00,No
Iran,Iran,Fiction,۱۴:۵۱,2024,سبک فیلمسازی من در تعامل با سبک فیلمسازی کیا رستمی است ، سعی کردم داستانی واقع گرایانه را به تصویر بکشم که کودکان نقش اول ان هستند و در تلاش برای نجات سگی بی گناه هستن,بله وقتی این ایده به ذهنم رسید یاد فیلم های مسافر و خانه دوست کجاست افتادم و سعی کردم تا حدودی از این دو فیلم الهام بگیرم,2024-04-07 13:19:31.103472+00:00,True,False,False,False,Male,27.0,14:51,Yes
Iran,Iran,Fiction,10,2008,کیا رستمی در جهان ذهن من سالهاست حضور دارد. این فیلم مانند آثار کیارستمی در جستجوی حقیقت با شرایط ساده ای می باشد.,من تحت تاثیر اندیشه کیارستمی هستم بویژه طعم گیلاس که سالهاست از ذهنم خارج نمی شود.,2024-04-07 14:02:29.295659+00:00,True,False,False,False,Male,25.0,10:00,Other ways
Iran,Iran,Fiction,1:40,2017,فاعل بودن پسری نوجوان که همانند یک بزرگسالِ بالغ حلال مشکلات است. در این فیلم، آرامش طبیعت و عناصر مناظر نقاشی گونه آثار کیارستمی جای خود را به فضای شهری با اتمسفری خاکستری و ساخت و ساز های خشن شهری داده است,حوالی سالی که این فیلم رو ساختم آثار آقای کیارستمی رو زیاد میدیدم، فیلم طعم گیلاس و خانه دوست کجاست و مسافر، طبیعتاً سلیقه و نگاه شاعرانه و عناصر بصری سینمایی آقای کیارستمی از لحاظ فرم و شکل بطور ناخودآگاه در من نفوذ کرده بوده.,2024-04-07 16:39:12.197408+00:00,True,False,False,False,Male,37.0,01:40,No
Iran,Iran,Experimental,10,2024,این فیلم سعی دارد مانند نگاه و سینمای غیرارگانیک و غیرفیگوراتیو کیارستمی، به خصوص در ۲۴ فریم و شیرین،  سوبژکتیو را کنار بزند. نوعی نگاه ناتورالیستی و ساده اما در ابهامی در مرز واقعیت.,خیر,2024-04-07 17:24:30.999189+00:00,True,False,False,False,Male,,10:00,No
Iran,Iran,Fiction,6.29,2024,طعم گیلاس مرحوم کیارستمی که مفهوم زندگی را از زاویه ای دیگر به مخاطب نشان داد من نیز مفهوم زندگی و چگونگی زندگی را در قالبی دیگر به مخاطب بیان کردم با استفاده و از فرم اکسپریمنتال و مدرنیسم در آن کمک گرفتم.,طعم گیلاس مرحوم کیارستمی که مفهوم زندگی را از زاویه ای دیگر به مخاطب نشان داد من نیز مفهوم زندگی و چگونگی زندگی را در قالبی دیگر به مخاطب بیان کردم با استفاده و از فرم اکسپریمنتال و مدرنیسم. طعم گیلاس فرمی جدید از پرداخت محتوا در سینما را برای من روشن کرد من نیز با استفاده از فرم اکسپریمنتال و مینیمالیسم آن فیلمم را ساختم,2024-04-07 19:15:20.728690+00:00,True,False,False,False,Male,20.0,ٖ06:29,Other ways
Iran,Iran,Experimental,00:02:30,2024,تلاش برای زنده ماندن و نشان دادن امید حتی در تاریک ترین لحظه ی زندگی,خیر,2024-04-07 20:47:25.748669+00:00,True,False,False,False,Female,31.0,ٖ02:30,No
Iran,Iran,Video Art,00:03:20,2021,زیستن در لحظه,خیر,2024-04-07 21:24:34.025015+00:00,True,False,False,False,Male,32.0,ٖ03:20,No
Iran,Iran,Documentary,9:36,2022,I love kiarostami Films freedom. like The wind will carry us and atmosphere of kiarostami films had impact on me.,Yes. Taste of Cherry and The wind will carry us,2024-04-07 23:20:47.517084+00:00,True,False,False,False,Male,25.0,09:36,Yes
Iran,Iran,Fiction,12,2024,فیلم The Act را میتوان به عنوان یک فیلم کوتاه مستقل و شیوه تولیدی آن با آثار کیارستمی پیوند داد و از جهاتی وضعیت دلقک خیلی با وضعیت فعلی فضای اجتماعی ما ارتباط دارد.,"خیر
غیر مستقیم",2024-04-08 09:58:08.723925+00:00,True,False,False,False,Female,24.0,12:00,No
Iran,Iran,Fiction,۱۲,2017,"فیلم بعد از صدای زنگ ارتباط زبان تصویری با آثار کیارستمی برقرار میکند به طوری که میتوان آن را از لحاظ هسته زیبایی شناسی به آثارش نزدیک کرد.
استقاده از کودکان در فیلم به عنوان تجربه ای برای ورود به دنیای کودکان و تصویر کردن آن ارتباط دیگری است که میتوان به آن اشاره کرد.","بله
خانه دوست کجاست؟
مشق شب
نه",2024-04-08 10:15:24.995227+00:00,True,False,False,False,Female,28.0,12:00,Yes
Iran,Iran,Video Art,۶,2024,تمام آثار استاد کیارستمی در مورد زندگی ، و زیستن است و زیستن از آفرینش میاد ، و عنصر پنجم هم در مورد شروع آفرینش و داشتن تمام آلمان های زیستن و زندگی استاد کیارستمی است,در کلیت بله ، زیرا در تمام آثار استاد برای ساختن فضا سازی و تمام پلان های خالی استاد از عناصر آفرینش گرفته شده و تلفیق این عناصر آفرینش با عناصر زمینی ساختار اصلی ساخته استاد میشود ، میشود در طعم گیلاس میشود به وضوح دید,2024-04-08 10:27:25.074678+00:00,True,False,False,False,Male,,06:00,Yes
Iran,Iran,Fiction,۱۴,2022,"تصویر کردن دنیای کودک کنجکاو و جستجوگر به دنبال حقیقت همان چیزی است که ارتباط ""رد ماه"" با آثار کیارستمی را پیوند میدهد.
کودکی که به دنبال حقیقت در روستاهای ایران میگردد تا حقیقت را پیدا کند.
زیبایی شناسی بصری همراه با صدای سکوت روستا و پلان های اکستریم لانگ شات دیگر دلیل این ارتباط است.","بله
خانه دوست کجاست؟: استفاده از کودک به عنوان شخصیت اصلی داستان
کودکی که به دنبال حقیقت میگردد.

""زیر درختان زیتون"" و ""باد ما را خواهد برد"" و ""جاده‌های کیارستمی"":
انتخاب روستا به عنوان مکانی برای پیش بردن داستان و استفاده از انداره نماهای بزرگ برای نمایش دادن و نزدیک شدن به فرم بصری آثار کیارستمی.",2024-04-08 10:30:09.250316+00:00,True,False,False,False,Male,26.0,14:00,Yes
Iran,Austria,Fiction,11,2022,"Kiarostami advocated for the ability to create a film without drawing attention to its production, an idea that resonated with me. ""One has to be able to make a film in his room without his parents noticing the fact that a film is being made in that room."" During the challenging times of COVID-19, I sought to undertake a small-scale, low-budget project that would evoke feelings of solitude and isolation. Inspired by Kiarostami's philosophy, I decided to confine the narrative to a single character and location.

This concept took root during a personal encounter in Prague in 2019. I was struck by a seemingly endless staircase, perpetually descending into the unknown. Despite the possibility of ascending, our gaze is drawn downward, into the depths of uncertainty. Yet, within this apparent hopelessness lies the potential for discovery. It is only when one relinquishes the familiar and the obvious that new pathways emerge.

Driven by this belief, I tried translating this narrative into a short fiction film. The process was immensely rewarding, allowing me to explore these themes deeply personally, and evocatively.","Since the tender age of 8, I've been profoundly influenced by the Maestro, Abbas Kiarostami. It all began with ""Where's the Friend's House?"", a film that not only shaped my perception of Iran but instilled in me a sense of belonging to the country. Growing up in a village from the age of 3, raised by my grandparents and aunts, I found echoes of my own experiences in the poignant tale of the protagonist. Even at a young age, Kiarostami's storytelling elicited in me a profound empathy and catharsis for fictional characters who mirrored real-world individuals discovered and immortalized by the master filmmaker.

As I delved deeper into Kiarostami's repertoire, particularly his pre-Islamic Revolution works, my understanding of Iranian society evolved. His films like ""The Bread and the Alley"", ""The Report"", ""Homework"", ""Close-Up"", and ""The Taste of Cherry"" provided me with insights into the societal changes wrought by the revolution. When I later pursued studies in cinema in Tehran, Kiarostami's influence continued to shape my perspective, not just on the art of filmmaking, but on life itself.

I've come to see Kiarostami's legacy as an art of living, a philosophy that transcends cinema. He taught my generation to embrace the present moment and find beauty even amidst chaos and despair. I vividly recall an encounter with him in 2014 during a journey from Istanbul to Tehran. As he observed the world around him, I found myself observing him, absorbing not just his wisdom but his profound connection to life's fleeting moments.",2024-04-08 10:35:58.520697+00:00,True,False,False,False,Male,,11:00,No
Iran,Iran,Fiction,10,2012,نزدیک به سبک دیدگاهی کیارستمی است فیلم,کاملا الهام گرفته نشده بلکه در سبک کیارستمی است,2024-04-08 10:55:22.592106+00:00,True,False,False,False,Male,,10:00,Other ways
Iran,Iran,Fiction,18,2021,به سینمای کیارستمی نزدیک تر است,نه,2024-04-08 11:03:09.805643+00:00,True,False,False,False,Male,,18:00,No
Iran,Iran,Fiction,18,2023,نزدیک به سینمای کیارستمی,نزدیک به سینمای کیارستمی,2024-04-08 11:21:55.672614+00:00,True,False,False,False,Male,,18:00,Other ways
Iran,Iran,Fiction,23,2023,یشتر از هر چیزی این یک ارتباط حسی و احساسی ست. به این معنی که  آثار کیارستمی فارغ از اهمیت فرمی اش، بیان یک شیوه زندگی ست. شیوه زندگی که ما پیشتر در ابیات کلاسیک مان در شعر های مولانا و خیام بارها با آن برخورد کرده بودیم. اما کیارستمی به گونه ای معصار و به زبانی آشناتر سراغ آنها رفته. به همین دلیل من از کیارستمی شکلی از زندگی کردن آموختم: قدم زدن، حرکت کردن و پیوسته تماشا کردن. همانطور که از مولانا پذیرش و خوشبینی آموختم.,"به شکل خاص طعم گیلاس و آن سکانس تاثیر گذار گفت و گوی آقای بدیعی و کارگر موزه در ماشین. گفت و گویی که آدم را به زندگی کردن دعوت می کند.



باد ما را خواهد برد به شیوه بصری بسیار روی من اثر گذار گذاشت. به اندازه که در همین فیلم کوتاهم، به گونه ای در تلاش بودم در بعضی از سکانس ها، از لحاظ بیان بصری به باد ما را با خواهد برد نزدیک شوم.",2024-04-08 16:34:55.293647+00:00,False,True,True,True,Male,33.0,23:00,No
Iran,Iran,Fiction,۷ دقیقه,2024,"دغدغه فرهنگی برای کودک و نوجوان ، سادگی در موقعیت داستان و روایت آن ,پیمودن مسیر همراه با کاراکتر که در فیلم های آقای کیارستمی معمولاً به شکل جاده است، که این جاده ها به تعبیری مسیر زندگی کاراکتر ها هستند که با حس ها تجربه های جدید و مختلف رو به رو میشوند، و همه این اتفاقات به نوعی در این مسیر های رفتن و آمدن شکل میگیرد.در فیلم بستنی رفت و آمد  دختر را از کنار یک دیوار و همیشه در حال دویدن  میبینیم که نماد یک نواختی دنیای امروز است.",موقعیت ساده فیلمنامه من را به ساده روایت کردن برد که آقای کیارستمی از بهترین های این لحن و بیان ساده به دور از اغراق و تعلیق بودند و من  ناخداگاه تحت تاثیر آثاری چون «خانه دوست کجاست» ،«نان  و کوچه» و شاید بیشتر از همه «قضیه شکل اول، شکل دوم» و دیگر آثارشان در کانون پرورش فکری هستم، که اگرچه فیلم برای کودکان اما نوک انگشت انتقادشان فقط به بزرگسالان بود و من نیز در فیلم بستنی تبلیغات ،مادر خانواده و تربیت والد رانقد کرده ام.,2024-04-09 09:26:21.858034+00:00,True,False,False,False,Male,33.0,07:00,No
Iran,Iran,Video Art,17:54,2025,«نمی‌توانم بخوابم» و نگاهی که منجر به ساخت این تجربه ویدیویی شد، همگی از جنس و نوع سینمایی می‌آید، که کندی را به سرعت و موقعیت‌سازی را به قصه‌گویی ترجیح می‌دهد. گونه‌ای از سینما که هم شاعرانه محسوب می‌شود و هم به آن می‌گویند «سینمای مدرن» یا قرن ۲۱. سینمایی که داستان‌گویی در آن اولویت نداشته و حتی می‌توان میان آن خوابید! زیرا تمام قدرت این گونه فیلم و سینما، در مواجهه شدن مخاطب با موقعیت‌های روزمره یا خاصی است که این آثار می‌سازند و حسی که در آن پنهان است. بدون شک یکی از مهم‌ترین هنرمند‌ها و فیلمسازان این گونه سینما، عباس کیارستمی است.,"ویدئو آرت «نمی‌توانم بخوابم» در ابتدا ایده‌ای به شکل کمی متفاوت بود اما پس از آشنایی با ویدیو آرت ""Sleepers"" آقای کیارستمی، از ایده‌ی آن الهام گرفتم. این اضافه شدن تدریجی صدای محیط مدرن و شهری به محیط آرام دو فرد خوابیده در تخت، منبع الهام من بوده است. در فیلم کوتاه داستانی پیشین خودم هم، تحت تاثیر نگاه ایشان، در فیلم «طعم گیلاس» بودم.",2024-04-09 21:00:57.677058+00:00,True,False,False,False,Male,28.0,17:54,Other ways
Iran,Iran,Fiction,۱۵,762,نگاه شاعرانه به معنای زندگی و مرگ,به طور کلی نگاه من سالهاست در ساختن فیلمهایم تحت تاثیر نگاه شاعرانه و نگاه انسانی  کیارستمی به مفاهیم مهمی چون زندگی امید عشق مرگ  است,2024-04-10 08:58:20.531807+00:00,False,True,True,True,Female,40.0,15:00,No
Iran,Iran,Fiction,16:43,2024,سعی کردم همانطور که استاد برای فیلم ها دنیایی جداگانه و فضای خاص خود را میساخت من هم در حد توان بتوانم به ان فضا نزدیک شوم,سعی کردم تلخی زندگی  و لحنی که در طعم گیلاس هست را به نوعی دیگر بیان کنم,2024-04-10 13:21:03.974307+00:00,True,False,False,False,Female,,16:43,Other ways
Iran,Iran,Fiction,3 دقیقہ,2024,این آثار میخواھد مفہومی بفہمونہ کہ ما انسان ھا از زندگی بیزار شدیم و کسی در این دنیا نداریم,این جشنوارہ عالی است چون من می توانم فیلم خود را بفرستم و شاید در این جشنوارہ قبول بشم و خیلی خوشحالم این جشنوارہ دوبارہ دارہ برگزار میشود,2024-04-10 13:59:46.692546+00:00,True,False,False,False,Male,20.0,ٖ03:00,Other ways
Iran,Iran,Fiction,11,2025,طبیعت گرایی . جان شیفته . مفهوم روانشاسی انسان . مواجه شدن با خود,بله . بخصوص طعم گیلاس که مبنای فلسفی و روانشناسی جهانی را در دنیای مدرن تببین کرده . خط باریک منطق و احساس برداشته شده و خود مولف در جواب سکوت کرده است .,2024-04-11 07:42:01.428409+00:00,True,False,False,False,Male,,11:00,Yes
Iran,Iran,Experimental,1,2023,شاید نوع تفکر استاد ...,شاید همان تفکر استاد ...,2024-04-11 15:40:36.135709+00:00,True,False,False,False,Male,,01:00,Other ways
India,India,Fiction,28 min,2024,"I've always been inspired by the way Kiarostami shoots films, but especially Achar/Vichar, which appears to be inspired by Kiarostami's films because the film looks realistic due to its real location, and I chose to shoot static block frames, which gives the film a more Kiarostami feel, and that block flaming adds so much stability and emotion to the scene.","Yes, I've seen practically all of Kiarostami's films, and the most motivating ones for me are ""Taste of Cherry"" and ""Close Up,"" and Kiarostami's films taught me that no matter how awful your condition is, you can still make a film.",2024-04-11 15:41:55.612739+00:00,True,False,False,False,Male,,28:00,Yes
